,0
0,-101.1197351386367
1,-110.31215964704946
2,-134.0052433561647
3,-338.0921316871213
4,-126.1402760218704
5,-170.25658707376078
6,-279.8759876603706
7,-228.4144686979875
8,-82.57455561769015
9,-92.18249200307302
10,-88.16765930395519
11,8.48420535848841
12,-114.63592138651775
13,-90.32699805218762
14,-241.67274298153234
15,-230.08717660382408
16,-252.13802874337782
17,-307.91991151887225
18,-242.94912353085707
19,-117.04727948082683
20,-85.65222186190213
21,-139.47363253880926
22,-84.68456539181442
23,-34.63976402604524
24,-16.98924078945916
25,-202.80456149859324
26,-54.981091103612584
27,-145.90360176102448
28,-144.4045633923414
29,-210.0446059992498
30,-140.47600336622168
31,-155.94164065505726
32,-82.88942536722544
33,-246.6815595133588
34,-60.73686176328559
35,-399.1654226066022
36,-99.0892557088554
37,-192.43107018916015
38,-126.68069526150845
39,-50.557333888344985
40,-138.03389310727968
41,-136.87421969013153
42,-262.6821929259264
43,-32.49889247095841
44,-129.35124033528606
45,-91.43388863388685
46,-103.57631692193597
47,-179.16503987847256
48,-322.87843941476854
49,-151.60512998119682
50,58.314396592114065
51,-36.9122907072508
52,-163.1808359056465
53,-178.54125288812656
54,-173.7374642808058
55,-152.59011295977953
56,-214.86910018951272
57,-13.28416453280434
58,-186.78742938202654
59,-145.81372456190616
60,-68.08037653000791
61,-132.55440333719378
62,-859.2623303751031
63,-31.38115764971228
64,-26.39856621577772
65,-17.202703161301983
66,-213.32461715368112
67,-262.73914520361205
68,-224.31681500551412
69,-631.5641296482137
70,-35.28926496960635
71,-729.0834983886444
72,-19.56838296411958
73,-446.4897116206828
74,92.0355712769447
75,56.58960192458727
76,1.7719588686692305
77,-479.0103423108368
78,-589.1485230448907
79,-1301.9168290207886
80,-201.1191382332944
81,-61.70002955492062
82,-35.706853367005294
83,-136.71428994399693
84,-1694.4803080417837
85,-311.45517277379895
86,-101.8674848193659
87,33.809802529798844
88,159.46428418619521
89,-190.1248360414618
90,-484.2084246486982
91,-547.7533819136543
92,-247.18521482843653
93,206.6877712719574
94,-222.10500171798947
95,-327.73363118627896
96,-428.12842370833755
97,-216.55123636254262
98,-685.8974250611728
99,-223.80668694171888
100,-152.28935860538252
101,-527.0786330334245
102,-269.9135277815081
103,-102.64571325540976
104,-387.36860158058977
105,-103.9801738204017
106,-101.75588832450475
107,259.1018435400447
108,-577.5834771410723
109,-161.04566949068686
110,-166.1405344121356
111,-74.75541827621362
112,-79.0235753028322
113,-127.11387298655849
114,-182.16399360160955
115,-350.21622171279444
116,-89.39741637253222
117,-41.28904129497684
118,160.79997276049215
119,-69.27471662056894
120,39.55795246846832
121,-219.00167652754737
122,-128.19386583900064
123,-57.611329692723416
124,-186.1769323447228
125,-808.6685951728941
126,-195.24729908661237
127,175.34844269536148
128,-9.440601891109196
129,-109.58340377865781
130,-76.96043557273546
131,-14.206525612179874
132,206.48460733782338
133,-195.69997592011788
134,164.86459985904617
135,-675.182988786874
136,166.07576970446576
137,-63.03705472585885
138,186.698702899463
139,-96.50186227207976
140,-98.68527114125573
141,-408.80513027580525
142,-446.3201379089087
143,144.9122412385306
144,-111.78054624060954
145,-545.435838084856
146,63.85598146285379
147,-1299.8434646395738
148,-470.87235577049535
149,-125.06054128998926
150,173.3249782814475
151,-95.17759098633896
152,172.7447692938258
153,-548.5974235975876
154,-103.631430145327
155,-346.9386688246529
156,217.9449821486473
157,-259.72940132808753
158,-2032.500133154979
159,-101.55204439796432
160,-266.64825504932344
161,-41.55797185506782
162,112.8600707153059
163,-370.98085096963524
164,230.73011495247667
165,34.795498166714
166,-372.5280890882577
167,-591.9128891492435
168,-165.67623137430292
169,218.2381575476477
170,178.2192815986357
171,-416.367036575671
172,-45.4188199955412
173,281.9860137266857
174,102.79811611794811
175,-75.1750171617008
176,-291.17302797981506
177,-585.2177852939128
178,-310.4198438495922
179,-197.90807437567423
180,193.3456914009403
181,-76.23020757807552
182,243.30925538073416
183,166.65428484037363
184,-20.82000402366245
185,255.48257491122865
186,-164.90392469878196
187,-3.4648176517496836
188,-89.99682908253752
189,-44.07284916966634
190,183.62157872667626
191,-85.04395531326281
192,91.49510572855613
193,-206.4555127653992
194,168.8394285711591
195,254.19164369654874
196,161.2006818141391
197,237.39072828037422
198,-380.0290703736762
199,-31.638447742566967
200,-89.4182220057105
201,-25.43523442740117
202,15.967307356349181
203,-30.485441027470998
204,-17.056325597462276
205,52.60075731564041
206,184.99927909403766
207,253.11583790940992
208,-17.715401594419802
209,284.9956100607302
210,-78.69207613224299
211,-21.355313327164154
212,229.91000516030587
213,264.9534631369192
214,227.648353145261
215,-263.77424944099243
216,-120.36370444481638
217,-39.41329430597703
218,-25.257076606015886
219,-71.55389939370045
220,-59.77866042392104
221,22.789368017822312
222,293.4203027963367
223,126.88241219772014
224,31.163698599373674
225,316.5313405292484
226,-96.27384816084395
227,-104.31317671184328
228,-37.698370456646614
229,171.8721772683821
230,287.98779901910575
