,0
0,2260.0
1,2253.0
2,2135.0
3,2219.0
4,2320.0
5,2193.0
6,2416.0
7,2464.0
8,2664.0
9,2507.0
10,2880.0
11,2974.0
12,2568.0
13,2617.0
14,2796.0
15,3074.0
16,2652.0
17,2282.0
18,2106.0
19,2883.0
20,2850.0
21,2843.0
22,2937.0
23,3186.0
24,2991.0
25,3173.0
26,2895.0
27,3388.0
28,3044.0
29,3059.0
30,3354.0
31,3591.0
32,3561.0
33,3447.0
34,3257.0
35,3505.0
36,3386.0
37,3708.0
38,3899.0
39,3663.0
40,4045.0
41,3792.0
42,4289.0
43,4001.0
44,3545.0
45,3989.0
46,3871.0
47,4096.0
48,3921.0
49,4159.0
50,3909.0
51,4117.0
52,3859.0
53,4362.0
54,4960.0
55,4271.0
56,3615.0
57,4407.0
58,4470.0
59,4884.0
60,4683.0
61,4889.0
62,4369.0
63,4160.0
64,5100.0
65,4643.0
66,4249.0
67,3980.0
68,4239.0
69,4734.0
70,4723.0
71,3919.0
72,3934.0
73,5274.0
74,4922.0
75,3574.0
76,3647.0
77,5263.0
78,4822.0
79,5242.0
80,4992.0
81,4986.0
82,5118.0
83,5782.0
84,5078.0
85,3911.0
86,3875.0
87,4135.0
88,4305.0
89,5696.0
90,4097.0
91,4248.0
92,5763.0
93,4732.0
94,4126.0
95,1925.0
96,1610.0
97,4860.0
98,5126.0
99,5958.0
100,6638.0
101,5183.0
102,2728.0
103,5579.0
104,4924.0
105,4025.0
106,5588.0
107,5781.0
108,7511.0
109,8333.0
110,7433.0
111,7624.0
112,5153.0
113,9147.0
114,6919.0
115,1149.0
116,1110.0
117,3392.0
118,3219.0
119,1741.0
120,2505.0
121,10189.0
122,6449.0
123,4503.0
124,4462.0
125,6571.0
126,6834.0
127,8260.0
128,2628.0
129,1246.0
130,1228.0
131,4163.0
132,3906.0
133,7009.0
134,7406.0
135,8374.0
136,3905.0
137,1125.0
138,1062.0
139,1083.0
140,1103.0
141,2576.0
142,2541.0
143,1135.0
144,1175.0
145,6654.0
146,11714.0
147,8747.0
148,3581.0
149,1182.0
150,1192.0
151,7686.0
152,3962.0
153,1069.0
154,1049.0
155,8211.0
156,2377.0
157,1077.0
158,1068.0
159,7736.0
160,8790.0
161,10773.0
162,11126.0
163,10140.0
164,6356.0
165,1056.0
166,1030.0
167,4433.0
168,3329.0
169,10097.0
170,8071.0
171,5098.0
172,3969.0
173,16759.0
174,2969.0
175,1258.0
176,1816.0
177,7733.0
178,4264.0
179,12613.0
180,2447.0
181,3557.0
182,13711.0
183,13648.0
184,4364.0
185,5556.0
186,4919.0
187,1065.0
188,1052.0
189,3022.0
190,2679.0
191,1305.0
192,1213.0
193,5057.0
194,10632.0
195,1235.0
196,1618.0
197,6036.0
198,8497.0
199,16007.0
200,4472.0
201,3350.0
202,2349.0
203,1897.0
204,1480.0
205,4361.0
206,1345.0
207,1704.0
208,2314.0
209,4385.0
210,5555.0
211,3350.0
212,4191.0
213,1003.0
214,1015.0
215,2797.0
216,2604.0
217,4606.0
218,3207.0
219,4803.0
220,4889.0
221,7216.0
222,1426.0
223,978.0
224,996.0
225,6524.0
226,7756.0
227,7251.0
228,1212.0
229,4953.0
230,6369.0
231,6911.0
232,7131.0
233,7420.0
234,7974.0
235,6436.0
236,1340.0
237,2179.0
238,2171.0
239,1098.0
240,1117.0
241,3392.0
242,2600.0
243,6725.0
244,1072.0
245,6192.0
246,10681.0
247,16537.0
248,1222.0
249,1019.0
250,1048.0
251,1520.0
252,4056.0
253,1528.0
254,3726.0
255,11849.0
256,14087.0
257,5110.0
258,1546.0
259,962.0
260,1201.0
261,3043.0
262,2290.0
263,8479.0
264,9377.0
265,9213.0
266,9012.0
267,9022.0
268,12528.0
269,10161.0
270,11960.0
271,8925.0
272,7786.0
273,2964.0
274,962.0
275,1239.0
276,11379.0
277,15128.0
278,11453.0
279,8698.0
280,1128.0
281,5431.0
282,5114.0
283,10582.0
284,10393.0
285,10825.0
286,10160.0
287,10163.0
288,7907.0
289,1674.0
290,6052.0
291,1482.0
292,940.0
293,5403.0
294,10119.0
295,5781.0
296,9739.0
297,3944.0
298,942.0
299,1210.0
300,2387.0
301,2103.0
302,14426.0
