,0
0,1921.0788165418674
1,1925.8242449768295
2,1918.7200766391693
3,1921.2331674943657
4,1918.337111758765
5,1919.694386608934
6,1924.4764964886408
7,1928.9350668530062
8,1919.6810683303065
9,1927.429395567883
10,1924.2741571905372
11,1923.40583762962
12,1921.3390655388591
13,1928.2277861040773
14,1926.1780632267207
15,1925.8145201522418
16,1927.1049546300617
17,1923.2262804782572
18,1928.418673170946
19,1929.2336672569104
20,1921.6441279241333
21,1923.3612183289163
22,1926.7313905683486
23,1931.0259511613683
24,1930.6143861805583
25,1924.513821502399
26,1922.4715821850098
27,1927.4785634502691
28,1920.645099677227
29,1929.1443152493994
30,1935.0435295415828
31,1928.3754341642739
32,1934.9335101047755
33,1925.897245605208
34,1925.892231441781
35,1929.7168815581547
36,1933.2548899519668
37,1931.6611340227337
38,1924.0057960812717
39,1931.471854122844
40,1931.977452830772
41,1930.2026545096903
42,1933.0528492483595
43,1928.1051825285326
44,1928.3670988839162
45,1939.4295056620142
46,1936.8162118714836
47,1927.6383946465382
48,1932.307047210273
49,1939.8848355833209
50,1930.50516847463
51,1934.642798542343
52,1929.606360131964
53,1933.6467662058108
54,1935.389768418461
55,1939.7420347618145
56,1933.0512377948621
57,1936.198046755725
58,1942.1000663472014
59,1943.7693694188542
60,1945.4840332618976
61,1940.8718857537774
62,1940.1089611724365
63,1938.0932300154054
64,1943.6841608326465
65,1952.875826264851
66,1938.1523473672773
67,1935.5065384182653
68,1947.761620131951
69,1939.7641314105651
70,1942.3037860025463
71,1943.6167753607572
72,1941.0983146686358
73,1949.7680240963728
74,1945.5794250814022
75,1936.617939299074
76,1941.9998443779698
77,1940.125622185793
78,1948.5893610412043
79,1941.9606126134995
80,1945.5489737377195
81,1945.0000547931936
82,1941.7010014692567
83,1939.542862215822
84,1941.3613022940951
85,1942.4334713937164
86,1947.0564522642865
87,1952.0311055100221
88,1952.9533652817718
89,1940.8747933319312
90,1943.5417778727547
91,1939.8592462393315
92,1955.8125431686155
93,1934.5206960766006
94,1947.4848513337497
95,1941.1075997498835
96,1948.582161050085
97,1950.3018629695096
98,1949.226465519127
99,1949.6984748760108
100,1949.740975347973
101,1945.9925022660398
102,1953.0143775833724
103,1954.3978148410592
104,1943.5184784552227
105,1946.5126250772298
106,1946.885396126992
107,1959.9307189141612
108,1946.6113445792937
109,1948.2419699620011
110,1956.1421508145017
111,1945.8280343562578
112,1956.4586888020904
113,1942.4950556389222
114,1958.3042498083341
115,1944.7823515374062
116,1949.9461424815186
117,1954.0861331544884
118,1946.1926068359653
119,1945.059928468048
120,1953.0377652862212
121,1952.558303460505
122,1955.3326492836336
123,1947.101454389019
124,1945.7462833098475
125,1952.9919075995422
126,1944.1850861091532
127,1942.3097470900775
128,1955.3250911934713
129,1952.4989593525881
130,1950.0301799149265
131,1955.695084182203
132,1946.0180186702783
133,1954.5663929160269
134,1940.057052445817
135,1962.8019668941665
136,1948.6159630833072
137,1958.098702808762
138,1951.8348784535506
139,1949.1042275526659
140,1951.2239472188303
141,1956.6957600581163
142,1959.910004568166
143,1956.395136498523
144,1947.476318975605
145,1946.3893718829256
146,1949.8457303231626
147,1951.3614841298595
148,1952.8749185645238
149,1959.5066163954573
150,1949.4471044133804
151,1955.6121935543658
152,1953.3272515288372
153,1948.0941078657766
154,1953.4967667138478
155,1961.216956434206
156,1952.0420004164184
157,1953.495354268404
158,1951.8135843973805
159,1958.850168628291
160,1950.6506664677304
161,1953.0797302469045
162,1952.4345440565232
163,1957.4621042707627
164,1957.8437008214794
165,1960.6168791907198
166,1943.5399885854804
167,1956.2007261770348
168,1953.4747178173957
169,1956.0229194590254
170,1958.6078430004281
171,1966.254051431203
172,1957.103913435018
173,1948.1331075104224
174,1960.7541052323988
175,1958.152529935126
176,1938.8673727333849
177,1951.2756344350082
178,1949.9533936153846
179,1971.861808171892
180,1957.500728147945
181,1945.2748153712005
182,1960.1801609218287
183,1969.0460413847077
184,1957.2374285044273
185,1961.8632552030222
186,1951.03966635151
187,1953.3693477626284
188,1951.2290360351528
189,1972.3399979735234
190,1944.126885978145
191,1962.6532515652514
192,1945.2643259686663
193,1958.373853171133
194,1957.5818152446604
195,1960.6890549346176
196,1959.5670496870064
197,1954.5483720786285
198,1876.0843985098497
199,1955.8785973009535
200,1955.5692352538576
201,1944.6942994271637
202,1959.4832674900747
203,1974.3477463715
204,1954.3388591740702
205,1957.9351874907338
206,1957.1565650344974
207,1876.9745676730424
208,1879.0119296496327
